Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,-1712168.93," (1,712,168.93)", 0.00 ,Unnamed: 12,Unnamed: 13
,760090,BAdj Acc For Rev (K),2100084331,BDINUSHA,SA,2018-10-31,2018-10-31,10,-41.24, 41.24 ,,,Valuation 3400021976 1 2018
,760090,BAdj Acc For Rev (K),2100042182,BDINUSHA,SA,2019-05-31,2019-05-31,5,41.23, 41.23 ,,,Valuation 3400009076 1 2019
,760090,BAdj Acc For Rev (K),2100066523,BDINUSHA,SA,2019-08-31,2019-08-31,8,-41.10, 41.10 ,,,Valuation 3300001744 3 2019
,760090,BAdj Acc For Rev (K),2100096168,BDINUSHA,SA,2016-10-31,2016-10-31,10,-41.02, 41.02 ,,,Valuation 3300008184 3 2016
,760090,BAdj Acc For Rev (K),2100037263,BDINUSHA,SA,2015-05-31,2015-05-31,5,40.84, 40.84 ,,,Valuation 3300003478 2 2015
,760090,BAdj Acc For Rev (K),2100018436,BDINUSHA,SA,2020-04-30,2020-04-30,4,-40.72, 40.72 ,,,Valuation 3400004622 1 2020
,760090,BAdj Acc For Rev (K),2101023422,BDINUSHA,SA,2023-06-30,2023-06-30,6,40.69, 40.69 ,,,Valuation 3400013693 1 2022
,760090,BAdj Acc For Rev (K),2100045116,BDINUSHA,SA,2018-06-30,2018-07-01,7,40.46, 40.46 ,,,Valuation 3300004457 2 2018 Reversal
,760090,BAdj Acc For Rev (K),2100071561,BDINUSHA,SA,2015-09-30,2015-10-01,10,40.40, 40.40 ,,,Valuation 3300004350 2 2014 Reversal
,760090,BAdj Acc For Rev (K),2100028774,BDINUSHA,SA,2018-04-30,2018-05-01,5,40.38, 40.38 ,,,Valuation 3400030502 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100028153,MNAVAS,SA,2019-03-31,2019-04-01,4,40.35, 40.35 ,,,Valuation 3300002116 2 2019 Reversal
,760090,BAdj Acc For Rev (K),2100036583,BDINUSHA,SA,2018-05-31,2018-06-01,6,40.04, 40.04 ,,,Valuation 3300002749 2 2018 Reversal
,760090,BAdj Acc For Rev (K),2100038433,BDINUSHA,SA,2021-12-31,2022-01-01,1,-40.00, 40.00 ,,,Valuation 3400020024 1 2021 Reversal
,760090,BAdj Acc For Rev (K),2100093713,BDINUSHA,SA,2017-10-31,2017-11-01,11,39.90, 39.90 ,,,Valuation 3400023714 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100028779,BDINUSHA,SA,2018-04-30,2018-05-01,5,39.85, 39.85 ,,,Valuation 3200002343 1 2017 Reversal
,760090,BAdj Acc For Rev (K),2100081876,BDINUSHA,SA,2019-10-31,2019-11-01,11,-39.74, 39.74 ,,,Valuation 3400020761 1 2019 Reversal
,760090,BAdj Acc For Rev (K),2100012844,BDINUSHA,SA,2020-02-29,2020-03-01,3,-39.69, 39.69 ,,,Valuation 3300000021 2 2020 Reversal
,760090,BAdj Acc For Rev (K),2100095019,BDINUSHA,SA,2018-11-30,2018-12-01,12,39.28, 39.28 ,,,Valuation 3400024955 1 2018 Reversal
,760090,BAdj Acc For Rev (K),2101716242,BDINUSHA,SA,2022-07-31,2022-08-01,8,39.11, 39.11 ,,,Valuation 7000002889 1 2022 Reversal
,760090,BAdj Acc For Rev (K),2100649238,BDINUSHA,SA,2023-04-30,2023-05-01,5,39.09, 39.09 ,,,Valuation 3400004510 1 2023 Reversal
,760090,BAdj Acc For Rev (K),2100035971,BDINUSHA,SA,2016-04-30,2016-05-01,5,38.79, 38.79 ,,,Valuation 3400007129 1 2016 Reversal
,760090,BAdj Acc For Rev (K),2102448300,BDINUSHA,SA,2022-11-30,2022-12-01,12,-38.72, 38.72 ,,,Valuation 7000003202 4 2022 Reversal
,760090,BAdj Acc For Rev (K),2102270216,BDINUSHA,SA,2022-10-31,2022-11-01,11,38.49, 38.49 ,,,Valuation 3400015362 1 2022 Reversal
,760090,BAdj Acc For Rev (K),2100012826,BDINUSHA,SA,2020-02-29,2020-02-29,2,-38.18, 38.18 ,,,Valuation 2000023914 1 2018
